,Radius,MaxStress
0,1.100000000000000000e+01,1982580.0
1,6.600000000000000000e+01,7353130.0
2,4.200000000000000000e+01,3541220.0
3,3.200000000000000000e+01,3087250.0
4,3.000000000000000000e+00,1510780.0
5,4.100000000000000000e+01,3633820.0
6,9.500000000000000000e+01,325758000.0
7,2.800000000000000000e+01,2887230.0
8,1.600000000000000000e+01,2306680.0
9,1.700000000000000000e+01,2404080.0
